Date,SP500,DAX,NASDAQ100,EUROSTOXX50,MSCIWORLD,GOLD,SILVER,BITCOIN
2013-01-03,1459.37,10224.6768,2732.26,3560.7961,45.2578,1673.7,30.671,13.42
2013-01-04,1466.47,10134.719,2724.49,3531.0179,44.6994,1648.1,29.896,13.47
2013-01-07,1461.89,10104.6182,2724.22,3522.4107,44.4398,1645.5,30.032,13.53
2013-01-08,1457.15,10100.8403,2718.72,3532.5502,44.3376,1661.5,30.415,13.61
2013-01-09,1461.02,10100.1713,2727.6499,3540.5877,44.3376,1654.8,30.201,13.84
2013-01-10,1472.12,10063.2776,2744.1799,3535.6007,45.0061,1677.3,30.875,13.99
2013-01-11,1472.05,10240.9474,2748.26,3607.3667,45.2421,1660.0,30.367,14.32
2013-01-14,1470.6801,10328.1975,2735.7,3628.0012,45.2421,1668.9,31.08,14.31
2013-01-15,1472.34,10268.7761,2722.98,3614.1673,45.25,1683.4,31.498,14.34
2013-01-16,1472.63,10235.7329,2734.73,3596.6728,45.25,1682.7,31.514,14.53
2013-01-17,1480.9399,10281.0478,2747.1499,3613.6763,45.25,1690.4,31.786,14.86
2013-01-18,1485.98,10299.8529,2743.24,3623.4155,45.3129,1686.6,31.902,15.53
2013-01-21,1485.98,10321.4916,2743.24,3631.8746,45.3129,1686.6,31.902,16.15
2013-01-22,1492.5601,10244.8121,2746.1899,3616.3359,45.3129,1692.8,32.147,17.13
2013-01-23,1494.8101,10261.8062,2762.1699,3605.7996,46.304,1686.3,32.409,17.59
2013-01-24,1494.8199,10311.5913,2723.53,3623.8487,46.304,1669.5,31.695,17.97
2013-01-25,1502.96,10505.5883,2736.73,3668.7877,45.95,1656.4,31.18,19.1
2013-01-28,1500.1801,10547.9322,2742.4299,3695.7488,46.1624,1652.4,30.756,18.11
2013-01-29,1507.84,10553.4084,2743.5801,3696.746,46.2725,1660.7,31.159,18.77
2013-01-30,1501.96,10538.7347,2738.71,3686.0768,46.2725,1679.9,32.152,19.78
2013-01-31,1498.11,10550.8064,2731.53,3667.4943,46.2096,1660.6,31.335,20.11
2013-02-01,1513.17,10662.0251,2763.96,3688.6892,46.768,1669.4,31.942,21.4
2013-02-04,1495.71,10425.1979,2715.6799,3583.018,46.4062,1675.3,31.7,20.77
2013-02-05,1511.29,10356.2493,2754.99,3582.2321,47.3343,1672.4,31.859,20.99
2013-02-06,1512.12,10296.3193,2746.3501,3554.7331,46.6894,1677.7,31.861,20.92
2013-02-07,1509.39,10265.8128,2746.5,3513.4088,46.6894,1670.4,31.387,21.53
2013-02-08,1517.9301,10245.7485,2775.5601,3521.8112,46.7759,1666.0,31.425,22.15
2013-02-11,1517.01,10204.9894,2774.6399,3505.9758,46.7208,1648.2,30.895,23.97
2013-02-12,1519.4301,10267.387,2762.6201,3550.3772,46.5556,1648.7,31.004,24.65
2013-02-13,1520.33,10374.0884,2773.77,3574.0268,46.65,1644.2,30.854,25.15
2013-02-14,1521.38,10259.7342,2771.4299,3543.0898,46.65,1634.7,30.343,24.3
2013-02-15,1519.79,10139.5509,2764.6699,3492.1351,46.65,1608.8,29.839,27.2
2013-02-18,1519.79,10179.7832,2764.6699,3491.6597,46.65,1608.8,29.839,26.91
2013-02-19,1530.9399,10347.3615,2782.8601,3553.5225,46.8939,1603.6,29.413,26.98
2013-02-20,1511.95,10353.5161,2739.99,3536.9726,46.9175,1577.6,28.615,29.48
2013-02-21,1502.42,10065.7948,2711.51,3424.1572,45.8792,1578.2,28.695,29.79
2013-02-22,1515.6,10109.3943,2737.28,3470.1807,46.3118,1572.4,28.456,29.75
2013-02-25,1487.85,10257.4393,2700.97,3499.3734,46.3354,1586.2,28.983,29.87
2013-02-26,1496.9399,9925.6726,2713.02,3358.4008,45.7455,1615.2,29.256,30.4
2013-02-27,1515.99,10029.1762,2741.26,3412.6738,46.3669,1595.2,28.943,31.2
2013-02-28,1514.6801,10181.0893,2738.5801,3463.3746,46.5006,1577.7,28.395,31.27
2013-03-01,1518.2,10066.8149,2747.75,3417.4611,46.3669,1571.9,28.451,33.36
2013-03-04,1525.2,10012.2096,2759.53,3410.1505,46.1466,1572.1,28.457,34.25
2013-03-05,1539.79,10259.8231,2799.25,3497.6145,46.9175,1574.6,28.563,36.4
2013-03-06,1541.46,10333.5594,2792.5601,3496.8616,46.7759,1574.6,28.76,40.65
2013-03-07,1544.26,10304.6978,2799.49,3492.3426,46.8781,1574.8,28.767,42.0
2013-03-08,1551.1801,10471.3125,2804.1101,3577.7894,47.3972,1576.6,28.909,43.15
2013-03-11,1556.22,10370.0158,2811.8601,3531.0673,47.1534,1577.8,28.812,45.6
2013-03-12,1552.48,10382.0147,2800.8101,3534.2761,47.0826,1591.5,29.131,48.2
2013-03-13,1554.52,10385.5513,2798.6799,3524.0783,47.059,1588.3,28.922,44.32
2013-03-14,1563.23,10442.3605,2807.3,3556.6927,47.6411,1590.6,28.772,47.07
2013-03-15,1560.7,10465.6483,2799.4099,3546.8057,47.704,1592.5,28.817,46.86
2013-03-18,1552.1,10327.9921,2792.3,3488.0936,47.3894,1604.6,28.841,47.38
2013-03-19,1548.34,10288.4018,2787.27,3458.848,47.1377,1611.3,28.81,52.12
2013-03-20,1558.71,10293.6445,2805.9099,3484.6984,47.1691,1607.5,28.783,59.53
2013-03-21,1545.8,10265.9634,2774.8501,3473.4308,47.177,1613.8,29.179,65.93
2013-03-22,1556.89,10209.5109,2800.8101,3460.6657,47.4287,1606.2,28.666,70.25
2013-03-25,1551.6899,10251.1041,2789.45,3450.4371,47.2478,1604.6,28.785,71.93
2013-03-26,1563.77,10132.0176,2806.5,3396.0655,47.4838,1595.8,28.644,74.1
2013-03-27,1562.85,10016.8337,2809.98,3359.645,47.4838,1606.2,28.577,78.79
2013-03-28,1569.1899,9960.7847,2818.6899,3352.9517,47.4838,1594.8,28.292,88.8
2013-04-01,1562.17,9960.7847,2797.0701,3352.9517,47.1927,1600.0,27.913,93.25
2013-04-02,1570.25,10208.0064,2820.6201,3443.588,47.7276,1575.1,27.217,104.0
2013-04-03,1553.6899,10095.8337,2795.04,3383.3463,47.0669,1552.8,26.773,117.34
2013-04-04,1559.98,10045.4775,2794.9199,3368.5814,47.5467,1551.8,26.748,131.0
2013-04-05,1553.28,9901.4215,2771.75,3342.314,47.2714,1575.4,27.201,133.0
2013-04-08,1563.0699,9955.3591,2786.1299,3363.9729,47.2714,1572.0,27.12,163.3
2013-04-09,1568.61,9951.1533,2804.6699,3381.2769,47.8692,1586.2,27.866,186.96
2013-04-10,1587.73,10216.5178,2859.21,3481.472,48.4591,1558.3,27.639,231.05
2013-04-11,1593.37,10276.6814,2859.0701,3491.4292,48.9861,1564.3,27.685,159.88
2013-04-12,1588.85,10157.0753,2856.48,3453.7311,48.6557,1501.0,26.322,124.9
2013-04-15,1552.36,10102.9995,2797.47,3438.1844,47.4208,1360.6,23.355,100.0
2013-04-16,1574.5699,10029.3475,2838.4099,3406.3526,48.2546,1386.8,23.622,68.1
2013-04-17,1552.01,9888.0198,2781.98,3365.1685,47.0118,1382.2,23.301,68.0
2013-04-18,1541.61,9741.9478,2741.95,3331.074,47.1141,1392.0,23.239,93.9
2013-04-19,1555.25,9737.58,2780.46,3361.3888,47.1141,1395.3,22.955,111.0
2013-04-22,1562.5,9763.1826,2810.0701,3373.0923,47.1141,1421.0,23.32,119.0
2013-04-23,1578.78,10002.8866,2835.3701,3478.1608,47.6568,1408.6,22.813,127.0
2013-04-24,1578.79,10082.4235,2834.1201,3511.1623,48.1602,1423.4,22.829,142.5
2013-04-25,1585.16,10196.381,2848.6599,3520.4503,50.3547,1461.8,24.14,155.07
2013-04-26,1582.24,10164.8793,2840.55,3490.4133,47.9793,1453.6,23.758,141.99
2013-04-29,1593.61,10269.0687,2866.95,3544.1622,48.2153,1467.4,24.122,134.44
2013-04-30,1597.5699,10363.6851,2887.4399,3551.5977,48.7658,1472.2,24.144,144.54
2013-05-01,1582.7,10363.6851,2873.3501,3551.5977,48.286,1446.3,23.305,139.0
2013-05-02,1597.59,10495.2674,2911.1399,3584.1021,49.2771,1467.7,23.79,117.0
2013-05-03,1614.42,10611.8239,2944.5901,3610.7655,49.5524,1464.3,23.975,103.3
2013-05-06,1617.5,10645.7745,2955.3601,3609.6064,50.0479,1468.1,23.918,115.98
2013-05-07,1625.96,10693.7387,2952.8799,3619.2393,50.1659,1449.0,23.771,112.3
2013-05-08,1632.6899,10788.1657,2968.24,3641.4545,50.3704,1473.9,23.892,111.7
2013-05-09,1626.67,10874.6373,2961.1201,3641.4545,50.9682,1468.8,23.879,113.35
2013-05-10,1633.7,10790.6538,2981.02,3630.3961,50.8502,1436.8,23.632,112.69
2013-05-13,1633.77,10734.3411,2982.0901,3600.967,51.039,1434.5,23.67,115.1
2013-05-14,1650.34,10830.8573,2996.05,3630.9711,50.1266,1424.7,23.355,117.99
2013-05-15,1658.78,10818.5562,3002.6201,3634.7852,50.1266,1396.5,22.643,112.0
2013-05-16,1650.47,10782.441,2999.3401,3615.7164,51.7626,1387.1,22.643,114.22
2013-05-17,1667.47,10819.377,3028.96,3630.4949,51.0468,1364.9,22.339,117.41
2013-05-20,1666.29,10853.6099,3020.97,3630.4949,50.6771,1384.3,22.568,121.99
2013-05-21,1669.16,10921.5834,3026.45,3637.4122,52.0064,1377.8,22.442,122.02
2013-05-22,1655.35,11021.1095,2999.1299,3662.5671,50.5906,1367.6,22.458,122.7
2013-05-23,1650.51,10725.6816,2991.45,3565.9636,50.5906,1392.0,22.494,123.0
2013-05-24,1649.6,10734.688,2991.02,3572.8654,49.2378,1386.8,22.482,126.7
2013-05-27,1649.6,10846.1304,2991.02,3616.11,49.2378,1386.8,22.482,133.5
2013-05-28,1660.0601,10969.1012,3011.9399,3667.8956,49.5917,1379.1,22.18,129.76
2013-05-29,1648.36,10709.48,2994.8201,3579.6927,49.3951,1391.3,22.445,129.0
2013-05-30,1654.41,10876.4394,3011.8301,3624.3575,49.3951,1411.5,22.674,132.3
2013-05-31,1630.74,10890.1697,2981.76,3612.6994,50.0322,1392.6,22.228,128.88
2013-06-03,1640.42,10768.6107,2990.79,3571.0907,49.1434,1411.7,22.715,122.42
2013-06-04,1631.38,10845.242,2973.6899,3602.5045,50.4962,1397.1,22.4,122.03
2013-06-05,1608.9,10715.2211,2937.1399,3542.0247,48.9546,1398.4,22.465,121.42
2013-06-06,1622.5601,10604.0062,2950.3,3504.0391,48.9546,1415.7,22.701,121.9
2013-06-07,1643.38,10933.7845,2990.8701,3608.1963,48.8052,1383.0,21.737,118.97
2013-06-10,1642.8101,10986.1015,2990.49,3596.1382,48.9782,1386.2,21.921,100.2
2013-06-11,1626.13,10873.3926,2959.8401,3548.2674,48.3332,1377.0,21.645,106.1
2013-06-12,1612.52,10768.6717,2926.1399,3526.2098,50.3547,1391.8,21.796,109.0
2013-06-13,1636.36,10798.8933,2962.8999,3550.6037,50.3547,1377.6,21.582,108.1
2013-06-14,1626.73,10865.385,2943.8601,3565.6499,50.3547,1387.3,21.953,103.9
2013-06-17,1639.04,10966.882,2971.26,3607.7232,50.803,1382.8,21.757,99.9
2013-06-18,1651.8101,10997.1666,2996.0901,3609.2765,50.803,1366.6,21.676,101.95
2013-06-19,1628.9301,10975.8315,2959.5,3593.83,50.7322,1373.6,21.622,107.39
2013-06-20,1588.1899,10538.4262,2890.3301,3437.8736,48.9625,1285.9,19.822,107.68
2013-06-21,1592.4301,10309.5008,2877.9399,3374.3812,48.8838,1291.6,19.958,111.12
2013-06-24,1573.09,10081.1873,2848.2,3291.8288,46.4062,1276.8,19.493,107.98
2013-06-25,1588.03,10258.0503,2866.5,3340.0355,46.4062,1274.8,19.526,102.98
2013-06-26,1603.26,10386.6247,2893.8501,3404.4131,48.9231,1229.6,18.587,103.89
2013-06-27,1613.2,10398.6644,2906.8401,3409.3228,47.8617,1211.4,18.533,104.0
2013-06-28,1606.28,10375.5917,2909.6001,3392.7208,47.8617,1223.8,19.451,101.77
2013-07-01,1614.96,10390.3177,2927.3501,3413.0924,47.8617,1255.9,19.56,97.25
2013-07-02,1614.08,10337.4973,2929.6299,3401.764,47.8221,1243.6,19.298,87.0
2013-07-03,1615.41,10161.6132,2941.4099,3336.5694,48.4549,1252.1,19.689,91.05
2013-07-04,1615.41,10401.2673,2941.4099,3443.3704,48.4549,1252.1,19.689,78.11
2013-07-05,1631.89,10075.7678,2963.22,3350.8576,49.0402,1212.9,18.726,80.04
2013-07-08,1640.46,10222.8921,2966.1299,3400.7929,49.0402,1234.9,19.025,75.0
2013-07-09,1652.3199,10371.1354,2984.3201,3429.0162,49.0402,1245.9,19.125,76.49
2013-07-10,1652.62,10310.4451,3000.6599,3399.5985,49.0402,1247.4,19.151,76.7
2013-07-11,1675.02,10759.6139,3059.46,3536.0555,49.6888,1280.1,19.943,87.9
2013-07-12,1680.1899,10756.8782,3079.0701,3503.4774,50.3058,1277.8,19.779,88.9
2013-07-15,1682.5,10754.6161,3079.8501,3508.8023,50.0052,1283.8,19.826,94.69
2013-07-16,1676.26,10709.5464,3077.47,3480.9538,51.2154,1290.8,19.923,98.4
2013-07-17,1680.91,10855.9026,3085.28,3526.9794,51.0176,1277.9,19.409,97.05
2013-07-18,1689.37,10935.7527,3077.8201,3565.1848,52.0696,1284.6,19.376,98.8
2013-07-19,1692.09,10923.211,3044.9299,3561.0691,52.0696,1293.3,19.448,90.1
2013-07-22,1695.53,10963.6514,3055.23,3586.6188,51.0414,1336.4,20.498,90.76
2013-07-23,1692.39,10966.7604,3031.3999,3591.6001,50.6142,1335.1,20.246,91.99
2013-07-24,1685.9399,11079.962,3041.1599,3639.387,50.5035,1319.7,20.014,95.56
2013-07-25,1690.25,10947.0795,3061.6699,3614.6817,50.8594,1329.0,20.147,94.51
2013-07-26,1691.65,10944.4743,3076.23,3639.7377,50.6301,1321.7,19.765,97.0
2013-07-29,1685.33,10974.1433,3068.95,3643.0594,51.8402,1328.4,19.854,98.7
2013-07-30,1685.96,10970.3947,3085.3301,3659.7208,51.8402,1324.0,19.666,101.48
2013-07-31,1685.73,10977.9796,3090.1899,3671.9193,50.6459,1312.4,19.617,107.8
2013-08-01,1706.87,11187.457,3126.3,3671.9193,51.3182,1311.0,19.615,106.2
2013-08-02,1709.67,11107.2157,3143.52,3713.8818,51.3182,1310.6,19.903,104.62
2013-08-05,1707.14,11152.1901,3143.1899,3730.1712,52.4493,1302.6,19.711,105.54
2013-08-06,1697.37,11003.3686,3122.2,3699.8769,51.8244,1283.2,19.515,106.72
2013-08-07,1690.91,10993.1601,3118.6899,3718.8788,51.3736,1286.1,19.498,106.56
2013-08-08,1697.48,11097.4563,3130.1299,3757.9944,52.6945,1310.7,20.184,105.99
2013-08-09,1691.42,11156.7203,3118.5701,3780.7008,52.6945,1312.9,20.399,103.01
2013-08-12,1689.47,11150.7212,3125.9299,3771.2427,52.4018,1334.7,21.332,105.0
2013-08-13,1694.16,11187.0046,3141.0601,3777.3304,52.4018,1321.2,21.336,106.64
2013-08-14,1685.39,11193.6647,3129.45,3783.4527,52.5205,1334.0,21.781,109.35
2013-08-15,1661.3199,11110.4642,3076.23,3761.5367,51.5555,1361.6,22.929,99.19
2013-08-16,1655.83,11206.5871,3073.9099,3811.5887,50.2267,1371.7,23.317,98.08
2013-08-19,1646.0601,11151.4842,3069.76,3763.2623,50.2267,1366.2,23.161,99.3
2013-08-20,1652.35,11067.1496,3082.1699,3717.4553,50.2267,1373.1,23.066,102.85
2013-08-21,1642.8,11119.863,3071.47,3723.7686,49.8312,1370.6,22.958,104.88
2013-08-22,1656.96,11205.2544,3101.8201,3752.462,51.0493,1371.2,23.03,110.43
2013-08-23,1663.5,11240.9386,3124.27,3774.206,51.0493,1395.7,23.733,109.71
2013-08-26,1656.78,11291.7331,3122.6699,3776.9403,50.9544,1393.0,24.008,113.28
2013-08-27,1630.48,11027.8682,3059.5801,3678.2976,49.0798,1420.6,24.649,111.79
2013-08-28,1634.96,10925.1249,3072.1699,3672.9254,50.29,1419.0,24.389,117.72
2013-08-29,1638.17,10927.3777,3093.3601,3678.1881,49.2775,1412.9,24.09,117.92
2013-08-30,1632.97,10725.546,3073.8101,3602.0783,49.7916,1396.1,23.463,118.5
2013-09-02,1632.97,10888.7469,3073.8101,3602.0783,49.7916,1396.1,23.463,130.67
2013-09-03,1639.77,10790.3584,3091.76,3631.6695,49.7916,1412.0,24.382,130.09
2013-09-04,1653.08,10797.3184,3124.54,3633.7758,49.7916,1389.9,23.369,129.13
2013-09-05,1655.08,10870.6871,3129.9399,3662.1167,50.6301,1373.1,23.206,122.27
2013-09-06,1655.17,10856.3277,3133.3799,3677.6292,50.8832,1386.7,23.842,122.63
2013-09-09,1671.71,10903.3801,3169.9299,3686.5463,50.6063,1386.8,23.668,118.18
2013-09-10,1683.99,11198.4465,3185.0701,3780.394,50.6063,1364.1,22.966,120.52
2013-09-11,1689.13,11270.6858,3179.8601,3798.7236,50.6063,1363.9,23.121,122.02
2013-09-12,1683.42,11310.2536,3175.5701,3811.0123,51.334,1330.4,22.099,126.54
2013-09-13,1687.99,11316.621,3178.28,3812.9507,51.0572,1308.4,21.67,127.07
2013-09-16,1697.6,11506.3989,3168.6899,3867.0476,51.2549,1317.9,21.963,125.35
2013-09-17,1704.76,11466.5749,3190.8301,3855.9365,51.4369,1309.5,21.735,126.2
2013-09-18,1725.52,11535.9726,3231.3101,3885.7097,52.9555,1307.8,21.514,139.15
2013-09-19,1722.34,11757.1531,3237.6101,3970.6279,52.5917,1369.4,23.242,127.12
2013-09-20,1709.91,11741.8897,3224.73,3961.7115,52.7973,1332.5,21.876,124.18
2013-09-23,1701.84,11687.474,3219.3401,3933.6132,52.5917,1326.9,21.805,122.93
2013-09-24,1697.42,11696.2739,3218.6599,3945.6398,51.8719,1316.0,21.539,122.65
2013-09-25,1692.77,11674.183,3208.55,3943.6742,52.829,1335.9,21.838,123.75
2013-09-26,1698.67,11711.2496,3234.04,3951.0009,52.829,1323.6,21.72,123.4
2013-09-27,1691.75,11681.0651,3230.3,3937.0736,52.5205,1338.4,21.783,124.65
2013-09-30,1681.55,11598.5383,3218.2,3904.4387,52.5917,1326.5,21.656,127.01
2013-10-01,1695.0,11752.2454,3253.05,3966.9717,52.1962,1286.0,21.124,126.25
2013-10-02,1693.87,11669.8942,3253.26,3946.5422,51.7295,1320.6,21.846,127.54
2013-10-03,1678.66,11669.8942,3213.8301,3944.2769,51.2787,1317.4,21.739,103.85
2013-10-04,1690.5,11748.0753,3242.5701,3989.5776,51.5239,1309.7,21.705,117.57
2013-10-07,1676.12,11658.769,3215.6899,3966.5636,51.1996,1324.8,22.339,122.49
2013-10-08,1655.45,11610.3371,3153.8701,3939.8443,50.638,1324.2,22.397,123.8
2013-10-09,1656.4,11581.031,3142.54,3949.8639,51.2945,1306.9,21.846,124.12
2013-10-10,1692.5601,11743.3985,3210.8401,4014.7236,51.2866,1296.6,21.85,125.9
2013-10-11,1703.2,11801.7937,3233.8301,4023.2118,52.3465,1268.0,21.215,126.8
2013-10-14,1710.14,11826.6493,3256.02,4036.7794,51.777,1276.4,21.31,132.62
2013-10-15,1698.0601,11937.577,3244.6599,4073.7588,51.4922,1273.0,21.146,135.17
2013-10-16,1721.54,11961.3284,3281.6699,4077.3444,53.1374,1282.0,21.32,141.02
2013-10-17,1733.15,11915.972,3301.28,4070.79,53.5408,1322.7,21.903,138.19
2013-10-18,1744.5,12115.9226,3353.8799,4145.6218,53.6437,1314.4,21.869,143.94
2013-10-21,1744.66,12132.0851,3361.1799,4143.7835,53.4459,1315.7,22.233,186.12
2013-10-22,1754.67,12236.5118,3366.9299,4165.3834,53.8968,1342.5,22.754,179.8
2013-10-23,1746.38,12290.2024,3346.05,4157.1846,53.4617,1333.9,22.582,189.75
2013-10-24,1752.0699,12376.1507,3362.3799,4187.972,53.699,1350.2,22.786,203.7
2013-10-25,1759.77,12403.8757,3383.8301,4188.8102,53.8651,1352.4,22.603,195.33
2013-10-28,1762.11,12395.2877,3382.6799,4172.0141,54.2132,1352.0,22.498,194.06
2013-10-29,1771.95,12440.7614,3391.75,4206.6188,54.2685,1345.2,22.452,206.9
2013-10-30,1763.3101,12382.8682,3385.3799,4178.8387,54.0233,1349.0,22.946,216.0
2013-10-31,1756.54,12398.1618,3377.73,4210.4579,53.9284,1323.6,21.832,206.01
2013-11-01,1761.64,12232.4178,3379.76,4144.733,54.0471,1313.1,21.804,203.54
2013-11-04,1767.9301,12194.8413,3384.75,4130.7571,54.2764,1314.6,21.678,209.8
2013-11-05,1762.97,12177.6,3388.8201,4103.6481,53.9838,1308.0,21.614,229.95
2013-11-06,1770.49,12180.8499,3385.3799,4117.9165,53.5804,1317.7,21.746,252.59
2013-11-07,1747.15,12275.8089,3321.4099,4113.5245,53.6753,1308.4,21.639,265.1
2013-11-08,1770.61,12173.1921,3366.8401,4069.5529,53.0346,1284.5,21.307,291.02
2013-11-11,1771.89,12157.1047,3362.98,4074.895,53.0346,1281.0,21.272,328.0
2013-11-12,1767.6899,12170.9421,3365.23,4069.2991,53.0346,1271.1,20.768,343.61
2013-11-13,1782.0,12169.6526,3405.5601,4060.4394,53.8019,1268.3,20.432,354.9
2013-11-14,1790.62,12342.5565,3415.1399,4119.3159,53.786,1286.2,20.712,393.0
2013-11-15,1798.1801,12330.9664,3422.5801,4108.0357,54.0154,1287.3,20.717,415.0
2013-11-18,1791.53,12439.5639,3388.8701,4154.8231,55.1386,1272.2,20.349,475.0
2013-11-19,1787.87,12414.977,3378.1299,4117.7178,53.786,1273.4,20.326,660.2
2013-11-20,1781.37,12484.8322,3367.1699,4134.4261,53.8177,1257.9,20.05,547.0
2013-11-21,1795.85,12353.8463,3402.74,4089.711,54.7668,1243.5,19.928,597.98
2013-11-22,1804.76,12419.7273,3422.02,4116.9621,54.9646,1244.0,19.856,716.77
2013-11-25,1802.48,12603.6078,3427.49,4164.295,54.4109,1241.1,19.88,807.5
2013-11-26,1802.75,12567.2263,3445.76,4142.9869,54.3397,1241.4,19.846,814.56
2013-11-27,1807.23,12687.412,3470.48,4182.4731,54.4267,1237.8,19.633,917.79
2013-11-28,1807.23,12742.1135,3470.48,4197.5511,54.4267,1237.8,19.633,965.0
2013-11-29,1805.8101,12794.9336,3487.8201,4199.053,55.0279,1250.6,19.981,1014.1
2013-12-02,1800.9,12772.6669,3481.1499,4180.4511,54.229,1222.3,19.233,955.01
2013-12-03,1795.15,12490.386,3479.3401,4081.4148,53.8572,1221.7,19.011,1043.98
2013-12-04,1792.8101,12422.7096,3483.01,4065.9961,53.8335,1248.2,19.774,1050.21
2013-12-05,1785.03,12343.1796,3477.73,4012.2957,53.5567,1233.2,19.514,1136.9
2013-12-06,1805.09,12538.6659,3504.26,4073.5718,54.1578,1230.3,19.465,1035.0
2013-12-09,1808.37,12603.3744,3516.1699,4096.4252,54.2369,1235.3,19.644,786.6
2013-12-10,1802.62,12523.4483,3514.2,4068.2891,54.142,1262.4,20.256,894.0
2013-12-11,1782.22,12494.1307,3468.99,4056.8061,53.5329,1258.5,20.298,978.76
2013-12-12,1775.5,12430.8975,3460.29,4036.7263,52.8369,1226.0,19.402,876.88
2013-12-13,1775.3199,12384.6093,3456.3999,4017.8757,52.9713,1235.7,19.559,874.72
2013-12-16,1786.54,12590.0739,3475.79,4092.6165,53.6911,1245.5,20.049,862.98
2013-12-17,1781.0,12503.778,3469.3201,4048.7207,53.4855,1231.2,19.792,690.0
2013-12-18,1810.65,12644.4265,3509.6299,4097.0738,54.3557,1236.1,20.014,673.62
2013-12-19,1809.6,12775.9093,3498.6299,4125.6003,54.308,1195.0,19.143,522.0
2013-12-20,1818.3199,12836.6892,3531.1899,4164.1288,54.308,1205.1,19.418,685.3
2013-12-23,1827.99,12979.1817,3569.3999,4200.5114,54.9285,1198.4,19.378,614.11
2013-12-24,1833.3199,12979.1817,3572.8,4200.5114,54.5148,1205.1,19.453,659.99
2013-12-26,1842.02,12979.1817,3584.5801,4200.5114,55.3183,1214.1,19.885,679.02
2013-12-27,1841.4,13133.8115,3574.02,4261.392,55.0796,1216.1,20.013,747.0
2013-12-30,1841.0699,13134.4502,3570.0801,4263.8533,55.541,1203.1,19.581,728.19
2013-12-31,1848.36,13134.4502,3592.0,4263.8533,55.899,1201.9,19.339,736.5
2014-01-02,1831.98,12940.7621,3563.5701,4263.8533,55.3262,1225.0,20.098,749.27
2014-01-03,1831.37,12894.6584,3538.73,4201.7055,55.3262,1238.4,20.182,781.23
2014-01-06,1826.77,12818.3162,3526.96,4172.8322,54.8569,1237.8,20.077,904.98
2014-01-07,1837.88,12958.8188,3557.8501,4240.8497,55.541,1229.4,19.765,915.69
2014-01-08,1837.49,12932.6124,3567.54,4235.5904,55.4058,1225.3,19.518,790.0
2014-01-09,1838.13,12787.0278,3552.5801,4194.1069,54.8489,1229.3,19.663,823.3
2014-01-10,1842.37,12890.3409,3565.0801,4223.8505,55.5092,1246.7,20.201,826.28
2014-01-13,1819.2,13002.1605,3512.8,4254.5972,55.2864,1250.9,20.361,844.04
2014-01-14,1838.88,13041.8574,3580.6499,4264.3912,55.199,1245.2,20.251,823.0
2014-01-15,1848.38,13304.6427,3609.8401,4331.2148,55.7001,1238.1,20.103,816.0
2014-01-16,1845.89,13215.4404,3611.29,4284.0628,55.6842,1240.0,20.025,841.83
2014-01-17,1838.7,13268.0031,3591.25,4295.2665,55.5808,1251.7,20.267,817.15
2014-01-20,1838.7,13143.2717,3591.25,4265.479,55.5808,1251.7,20.267,841.1
2014-01-21,1843.8,13183.3722,3617.7,4272.1187,55.8035,1242.3,19.838,827.81
2014-01-22,1844.86,13179.6314,3627.72,4272.8504,55.8512,1239.0,19.809,824.78
2014-01-23,1828.46,13042.5898,3613.76,4221.226,55.0955,1262.6,19.986,819.62
2014-01-24,1790.29,12856.7977,3541.48,4145.323,54.1807,1264.5,19.743,811.22
2014-01-27,1781.5601,12797.1578,3509.02,4126.3945,53.8625,1263.6,19.771,814.21
2014-01-28,1792.5,12863.6228,3505.72,4155.1801,54.3239,1251.0,19.483,747.57
2014-01-29,1774.2,12749.3486,3467.8201,4112.1488,53.7193,1262.2,19.533,785.6
2014-01-30,1794.1899,12802.853,3532.4099,4134.8651,53.9103,1242.2,19.111,794.0
2014-01-31,1782.59,12618.4432,3521.9199,4086.5591,53.6,1240.1,19.105,800.0
2014-02-03,1741.89,12390.9413,3440.5,3997.842,52.55,1260.4,19.389,814.34
2014-02-04,1755.2,12345.5243,3470.2,4006.7761,52.8045,1251.7,19.402,808.5
2014-02-05,1751.64,12321.5158,3454.8999,4004.0951,52.717,1257.3,19.785,802.99
2014-02-06,1773.4301,12528.8706,3497.6001,4075.1334,53.6239,1257.6,19.908,781.0
2014-02-07,1797.02,12643.2882,3561.9099,4129.9544,54.2126,1263.3,19.92,763.97
2014-02-10,1799.84,12652.1762,3582.1101,4130.1056,54.1728,1274.8,20.099,687.37
2014-02-11,1819.75,12934.8255,3621.72,4199.0148,55.0796,1290.1,20.143,688.68
2014-02-12,1819.26,13011.6339,3627.3601,4221.1294,55.191,1295.3,20.331,675.1
2014-02-13,1829.83,13042.101,3659.5601,4210.1434,55.3342,1300.4,20.385,652.91
2014-02-14,1838.63,13216.973,3663.8799,4266.4898,55.4853,1319.0,21.411,610.0
2014-02-17,1838.63,13229.7068,3663.8799,4266.4898,55.4853,1319.0,21.411,623.88
2014-02-18,1840.76,13238.1977,3679.4299,4272.28,55.6206,1324.7,21.891,629.96
2014-02-19,1828.75,13294.1348,3652.8501,4294.8367,55.6524,1320.6,21.844,629.59
2014-02-20,1839.78,13207.0821,3671.9299,4286.0735,55.8035,1317.1,21.678,624.85
2014-02-21,1836.25,13250.4809,3662.6001,4297.0225,55.8035,1323.9,21.777,563.0
